suicides_no,year,country,sex,age
11,2012,Armenia,M,55-74 years
11,2012,Armenia,M,25-34 years
3,2012,Armenia,F,75+ years
5,2012,Armenia,M,15-24 years
7,2012,Armenia,F,35-54 years
4,2012,Armenia,F,25-34 years
4,2012,Armenia,F,55-74 years
2,2012,Armenia,F,15-24 years
1,2012,Armenia,M,5-14 years
7,2013,Armenia,M,75+ years
6,2013,Armenia,F,75+ years
11,2013,Armenia,M,55-74 years
11,2013,Armenia,F,55-74 years
9,2013,Armenia,M,25-34 years
13,2013,Armenia,M,35-54 years
6,2013,Armenia,F,35-54 years
2,2013,Armenia,M,15-24 years
1,2013,Armenia,M,5-14 years
1,2013,Armenia,F,15-24 years
9,2014,Armenia,M,75+ years
6,2014,Armenia,F,75+ years
12,2014,Armenia,M,55-74 years
13,2014,Armenia,M,35-54 years
6,2014,Armenia,M,25-34 years
4,2014,Armenia,F,55-74 years
3,2014,Armenia,M,15-24 years
2,2014,Armenia,F,15-24 years
1,2014,Armenia,F,5-14 years
2,2014,Armenia,F,35-54 years
12,2015,Armenia,M,75+ years
16,2015,Armenia,M,55-74 years
5,2015,Armenia,F,75+ years
15,2015,Armenia,M,35-54 years
10,2015,Armenia,M,25-34 years
5,2015,Armenia,F,55-74 years
3,2015,Armenia,F,15-24 years
4,2015,Armenia,F,35-54 years
2,2015,Armenia,M,15-24 years
2,2015,Armenia,F,25-34 years
12,2016,Armenia,M,75+ years
16,2016,Armenia,M,55-74 years
16,2016,Armenia,M,35-54 years
5,2016,Armenia,M,15-24 years
2,2016,Armenia,F,75+ years
6,2016,Armenia,F,55-74 years
4,2016,Armenia,M,25-34 years
3,2016,Armenia,F,35-54 years
2,2016,Armenia,F,25-34 years
1,2016,Armenia,F,15-24 years
2,1995,Aruba,M,75+ years
4,1995,Aruba,M,25-34 years
1,1995,Aruba,M,55-74 years
1,1995,Aruba,M,35-54 years
4,1999,Aruba,M,25-34 years
2,1999,Aruba,M,15-24 years
3,1999,Aruba,M,35-54 years
2,2000,Aruba,F,75+ years
1,2000,Aruba,M,75+ years
3,2000,Aruba,M,25-34 years
2,2000,Aruba,M,35-54 years
2,2000,Aruba,F,35-54 years
4,2001,Aruba,M,35-54 years
4,2002,Aruba,M,55-74 years
2,2002,Aruba,M,25-34 years
1,2002,Aruba,M,15-24 years
2,2002,Aruba,M,35-54 years
2,2003,Aruba,M,35-54 years
1,2004,Aruba,M,75+ years
3,2004,Aruba,M,55-74 years
1,2004,Aruba,M,25-34 years
1,2004,Aruba,F,15-24 years
2,2004,Aruba,M,35-54 years
2,2005,Aruba,M,55-74 years
3,2005,Aruba,M,35-54 years
1,2005,Aruba,F,15-24 years
1,2005,Aruba,F,25-34 years
1,2005,Aruba,F,55-74 years
2,2005,Aruba,F,35-54 years
4,2006,Aruba,M,25-34 years
3,2006,Aruba,M,35-54 years
2,2006,Aruba,F,35-54 years
2,2007,Aruba,M,25-34 years
3,2007,Aruba,M,35-54 years
1,2007,Aruba,M,15-24 years
1,2007,Aruba,M,55-74 years
1,2007,Aruba,F,55-74 years
1,2008,Aruba,M,25-34 years
1,2008,Aruba,M,55-74 years
1,2008,Aruba,M,35-54 years
1,2008,Aruba,F,35-54 years
1,2009,Aruba,M,25-34 years
2,2009,Aruba,M,35-54 years
1,2009,Aruba,M,55-74 years
4,2010,Aruba,M,35-54 years
2,2010,Aruba,M,55-74 years
1,2010,Aruba,F,55-74 years
3,2011,Aruba,M,55-74 years
3,2011,Aruba,M,35-54 years
1,2011,Aruba,F,25-34 years
1,2011,Aruba,M,15-24 years
1,2011,Aruba,F,55-74 years
67,1985,Australia,M,75+ years
357,1985,Australia,M,25-34 years
282,1985,Australia,M,55-74 years
315,1985,Australia,M,15-24 years
411,1985,Australia,M,35-54 years
36,1985,Australia,F,75+ years
109,1985,Australia,F,55-74 years
143,1985,Australia,F,35-54 years
69,1985,Australia,F,15-24 years
64,1985,Australia,F,25-34 years
4,1985,Australia,F,5-14 years
4,1985,Australia,M,5-14 years
89,1986,Australia,M,75+ years
367,1986,Australia,M,25-34 years
324,1986,Australia,M,55-74 years
487,1986,Australia,M,35-54 years
296,1986,Australia,M,15-24 years
169,1986,Australia,F,35-54 years
105,1986,Australia,F,55-74 years
88,1986,Australia,F,25-34 years
77,1986,Australia,F,15-24 years
23,1986,Australia,F,75+ years
18,1986,Australia,M,5-14 years
1,1986,Australia,F,5-14 years
111,1987,Australia,M,75+ years
374,1987,Australia,M,25-34 years
554,1987,Australia,M,35-54 years
328,1987,Australia,M,55-74 years
354,1987,Australia,M,15-24 years
38,1987,Australia,F,75+ years
110,1987,Australia,F,55-74 years
145,1987,Australia,F,35-54 years
73,1987,Australia,F,15-24 years
70,1987,Australia,F,25-34 years
6,1987,Australia,M,5-14 years
1,1987,Australia,F,5-14 years
93,1988,Australia,M,75+ years
398,1988,Australia,M,25-34 years
366,1988,Australia,M,15-24 years
317,1988,Australia,M,55-74 years
532,1988,Australia,M,35-54 years
40,1988,Australia,F,75+ years
106,1988,Australia,F,25-34 years
157,1988,Australia,F,35-54 years
103,1988,Australia,F,55-74 years
53,1988,Australia,F,15-24 years
6,1988,Australia,M,5-14 years
1,1988,Australia,F,5-14 years
91,1989,Australia,M,75+ years
406,1989,Australia,M,25-34 years
353,1989,Australia,M,15-24 years
309,1989,Australia,M,55-74 years
475,1989,Australia,M,35-54 years
124,1989,Australia,F,55-74 years
31,1989,Australia,F,75+ years
87,1989,Australia,F,25-34 years
130,1989,Australia,F,35-54 years
51,1989,Australia,F,15-24 years
8,1989,Australia,M,5-14 years
1,1989,Australia,F,5-14 years
87,1990,Australia,M,75+ years
418,1990,Australia,M,25-34 years
374,1990,Australia,M,15-24 years
325,1990,Australia,M,55-74 years
549,1990,Australia,M,35-54 years
37,1990,Australia,F,75+ years
109,1990,Australia,F,25-34 years
98,1990,Australia,F,55-74 years
136,1990,Australia,F,35-54 years
64,1990,Australia,F,15-24 years
5,1990,Australia,M,5-14 years
114,1991,Australia,M,75+ years
427,1991,Australia,M,25-34 years
631,1991,Australia,M,35-54 years
354,1991,Australia,M,15-24 years
273,1991,Australia,M,55-74 years
39,1991,Australia,F,75+ years
169,1991,Australia,F,35-54 years
96,1991,Australia,F,55-74 years
91,1991,Australia,F,25-34 years
84,1991,Australia,F,15-24 years
7,1991,Australia,M,5-14 years
3,1991,Australia,F,5-14 years
87,1992,Australia,M,75+ years
407,1992,Australia,M,25-34 years
384,1992,Australia,M,15-24 years
325,1992,Australia,M,55-74 years
579,1992,Australia,M,35-54 years
45,1992,Australia,F,75+ years
102,1992,Australia,F,55-74 years
96,1992,Australia,F,25-34 years
144,1992,Australia,F,35-54 years
76,1992,Australia,F,15-24 years
4,1992,Australia,M,5-14 years
2,1992,Australia,F,5-14 years
95,1993,Australia,M,75+ years
392,1993,Australia,M,25-34 years
332,1993,Australia,M,15-24 years
293,1993,Australia,M,55-74 years
523,1993,Australia,M,35-54 years
161,1993,Australia,F,35-54 years
34,1993,Australia,F,75+ years
76,1993,Australia,F,25-34 years
75,1993,Australia,F,55-74 years
50,1993,Australia,F,15-24 years
5,1993,Australia,M,5-14 years
2,1993,Australia,F,5-14 years
100,1994,Australia,M,75+ years
426,1994,Australia,M,25-34 years
377,1994,Australia,M,15-24 years
648,1994,Australia,M,35-54 years
311,1994,Australia,M,55-74 years
162,1994,Australia,F,35-54 years
33,1994,Australia,F,75+ years
88,1994,Australia,F,25-34 years
79,1994,Australia,F,55-74 years
55,1994,Australia,F,15-24 years
3,1994,Australia,M,5-14 years
1,1994,Australia,F,5-14 years
440,1995,Australia,M,25-34 years
88,1995,Australia,M,75+ years
587,1995,Australia,M,35-54 years
318,1995,Australia,M,15-24 years
274,1995,Australia,M,55-74 years
180,1995,Australia,F,35-54 years
91,1995,Australia,F,25-34 years
81,1995,Australia,F,15-24 years
79,1995,Australia,F,55-74 years
28,1995,Australia,F,75+ years
4,1995,Australia,M,5-14 years
122,1996,Australia,M,75+ years
471,1996,Australia,M,25-34 years
366,1996,Australia,M,15-24 years
669,1996,Australia,M,35-54 years
330,1996,Australia,M,55-74 years
182,1996,Australia,F,35-54 years
98,1996,Australia,F,25-34 years
86,1996,Australia,F,55-74 years
28,1996,Australia,F,75+ years
59,1996,Australia,F,15-24 years
8,1996,Australia,M,5-14 years
7,1996,Australia,F,5-14 years
529,1997,Australia,M,25-34 years
123,1997,Australia,M,75+ years
408,1997,Australia,M,15-24 years
717,1997,Australia,M,35-54 years
305,1997,Australia,M,55-74 years
219,1997,Australia,F,35-54 years
109,1997,Australia,F,25-34 years
40,1997,Australia,F,75+ years
86,1997,Australia,F,15-24 years
96,1997,Australia,F,55-74 years
7,1997,Australia,F,5-14 years
7,1997,Australia,M,5-14 years
579,1998,Australia,M,25-34 years
773,1998,Australia,M,35-54 years
353,1998,Australia,M,15-24 years
96,1998,Australia,M,75+ years
301,1998,Australia,M,55-74 years
109,1998,Australia,F,25-34 years
202,1998,Australia,F,35-54 years
40,1998,Australia,F,75+ years
81,1998,Australia,F,15-24 years
90,1998,Australia,F,55-74 years
6,1998,Australia,M,5-14 years
2,1998,Australia,F,5-14 years
511,1999,Australia,M,25-34 years
119,1999,Australia,M,75+ years
741,1999,Australia,M,35-54 years
303,1999,Australia,M,15-24 years
315,1999,Australia,M,55-74 years
117,1999,Australia,F,25-34 years
201,1999,Australia,F,35-54 years
70,1999,Australia,F,15-24 years
74,1999,Australia,F,55-74 years
21,1999,Australia,F,75+ years
10,1999,Australia,M,5-14 years
6,1999,Australia,F,5-14 years
466,2000,Australia,M,25-34 years
115,2000,Australia,M,75+ years
745,2000,Australia,M,35-54 years
271,2000,Australia,M,15-24 years
281,2000,Australia,M,55-74 years
106,2000,Australia,F,25-34 years
200,2000,Australia,F,35-54 years
78,2000,Australia,F,15-24 years
87,2000,Australia,F,55-74 years
33,2000,Australia,F,75+ years
8,2000,Australia,M,5-14 years
1,2000,Australia,F,5-14 years
489,2001,Australia,M,25-34 years
752,2001,Australia,M,35-54 years
115,2001,Australia,M,75+ years
280,2001,Australia,M,15-24 years
296,2001,Australia,M,55-74 years
226,2001,Australia,F,35-54 years
109,2001,Australia,F,25-34 years
39,2001,Australia,F,75+ years
81,2001,Australia,F,55-74 years
63,2001,Australia,F,15-24 years
4,2001,Australia,F,5-14 years
4,2001,Australia,M,5-14 years
452,2002,Australia,M,25-34 years
744,2002,Australia,M,35-54 years
101,2002,Australia,M,75+ years
246,2002,Australia,M,15-24 years
266,2002,Australia,M,55-74 years
213,2002,Australia,F,35-54 years
103,2002,Australia,F,25-34 years
92,2002,Australia,F,55-74 years
36,2002,Australia,F,75+ years
58,2002,Australia,F,15-24 years
4,2002,Australia,F,5-14 years
4,2002,Australia,M,5-14 years
394,2003,Australia,M,25-34 years
654,2003,Australia,M,35-54 years
103,2003,Australia,M,75+ years
243,2003,Australia,M,15-24 years
284,2003,Australia,M,55-74 years
106,2003,Australia,F,25-34 years
195,2003,Australia,F,35-54 years
91,2003,Australia,F,55-74 years
48,2003,Australia,F,15-24 years
24,2003,Australia,F,75+ years
7,2003,Australia,F,5-14 years
7,2003,Australia,M,5-14 years
386,2004,Australia,M,25-34 years
126,2004,Australia,M,75+ years
655,2004,Australia,M,35-54 years
293,2004,Australia,M,55-74 years
205,2004,Australia,M,15-24 years
183,2004,Australia,F,35-54 years
82,2004,Australia,F,25-34 years
40,2004,Australia,F,75+ years
67,2004,Australia,F,15-24 years
69,2004,Australia,F,55-74 years
7,2004,Australia,M,5-14 years
1,2004,Australia,F,5-14 years
686,2006,Australia,M,35-54 years
114,2006,Australia,M,75+ years
277,2006,Australia,M,25-34 years
309,2006,Australia,M,55-74 years
230,2006,Australia,M,15-24 years
195,2006,Australia,F,35-54 years
115,2006,Australia,F,55-74 years
41,2006,Australia,F,75+ years
74,2006,Australia,F,25-34 years
68,2006,Australia,F,15-24 years
7,2006,Australia,M,5-14 years
1,2006,Australia,F,5-14 years
341,2007,Australia,M,25-34 years
687,2007,Australia,M,35-54 years
124,2007,Australia,M,75+ years
305,2007,Australia,M,55-74 years
234,2007,Australia,M,15-24 years
219,2007,Australia,F,35-54 years
118,2007,Australia,F,55-74 years
90,2007,Australia,F,25-34 years
66,2007,Australia,F,15-24 years
33,2007,Australia,F,75+ years
8,2007,Australia,M,5-14 years
4,2007,Australia,F,5-14 years
765,2008,Australia,M,35-54 years
354,2008,Australia,M,25-34 years
121,2008,Australia,M,75+ years
357,2008,Australia,M,55-74 years
228,2008,Australia,M,15-24 years
231,2008,Australia,F,35-54 years
90,2008,Australia,F,25-34 years
97,2008,Australia,F,55-74 years
60,2008,Australia,F,15-24 years
27,2008,Australia,F,75+ years
8,2008,Australia,M,5-14 years
3,2008,Australia,F,5-14 years
755,2009,Australia,M,35-54 years
135,2009,Australia,M,75+ years
336,2009,Australia,M,25-34 years
349,2009,Australia,M,55-74 years
210,2009,Australia,M,15-24 years
221,2009,Australia,F,35-54 years
103,2009,Australia,F,25-34 years
116,2009,Australia,F,55-74 years
43,2009,Australia,F,75+ years
66,2009,Australia,F,15-24 years
3,2009,Australia,F,5-14 years
816,2010,Australia,M,35-54 years
151,2010,Australia,M,75+ years
311,2010,Australia,M,25-34 years
360,2010,Australia,M,55-74 years
222,2010,Australia,M,15-24 years
228,2010,Australia,F,35-54 years
94,2010,Australia,F,25-34 years
43,2010,Australia,F,75+ years
80,2010,Australia,F,15-24 years
104,2010,Australia,F,55-74 years
7,2010,Australia,M,5-14 years
4,2010,Australia,F,5-14 years
146,2011,Australia,M,75+ years
704,2011,Australia,M,35-54 years
347,2011,Australia,M,25-34 years
366,2011,Australia,M,55-74 years
242,2011,Australia,M,15-24 years
230,2011,Australia,F,35-54 years
93,2011,Australia,F,15-24 years
118,2011,Australia,F,55-74 years
45,2011,Australia,F,75+ years
85,2011,Australia,F,25-34 years
9,2011,Australia,F,5-14 years
7,2011,Australia,M,5-14 years
158,2012,Australia,M,75+ years
802,2012,Australia,M,35-54 years
351,2012,Australia,M,25-34 years
396,2012,Australia,M,55-74 years
217,2012,Australia,M,15-24 years
258,2012,Australia,F,35-54 years
109,2012,Australia,F,15-24 years
52,2012,Australia,F,75+ years
98,2012,Australia,F,25-34 years
123,2012,Australia,F,55-74 years
10,2012,Australia,F,5-14 years
6,2012,Australia,M,5-14 years
160,2013,Australia,M,75+ years
754,2013,Australia,M,35-54 years
329,2013,Australia,M,25-34 years
418,2013,Australia,M,55-74 years
267,2013,Australia,M,15-24 years
275,2013,Australia,F,35-54 years
145,2013,Australia,F,55-74 years
95,2013,Australia,F,15-24 years
95,2013,Australia,F,25-34 years
48,2013,Australia,F,75+ years
16,2013,Australia,M,5-14 years
6,2013,Australia,F,5-14 years
866,2014,Australia,M,35-54 years
164,2014,Australia,M,75+ years
404,2014,Australia,M,25-34 years
471,2014,Australia,M,55-74 years
271,2014,Australia,M,15-24 years
277,2014,Australia,F,35-54 years
119,2014,Australia,F,25-34 years
157,2014,Australia,F,55-74 years
96,2014,Australia,F,15-24 years
45,2014,Australia,F,75+ years
15,2014,Australia,F,5-14 years
6,2014,Australia,M,5-14 years
944,2015,Australia,M,35-54 years
181,2015,Australia,M,75+ years
423,2015,Australia,M,25-34 years
457,2015,Australia,M,55-74 years
281,2015,Australia,M,15-24 years
294,2015,Australia,F,35-54 years
110,2015,Australia,F,15-24 years
119,2015,Australia,F,25-34 years
152,2015,Australia,F,55-74 years
52,2015,Australia,F,75+ years
8,2015,Australia,F,5-14 years
6,2015,Australia,M,5-14 years
152,1985,Austria,M,75+ years
355,1985,Austria,M,55-74 years
515,1985,Austria,M,35-54 years
232,1985,Austria,M,25-34 years
110,1985,Austria,F,75+ years
207,1985,Austria,M,15-24 years
220,1985,Austria,F,55-74 years
186,1985,Austria,F,35-54 years
56,1985,Austria,F,25-34 years
50,1985,Austria,F,15-24 years
6,1985,Austria,M,5-14 years
2,1985,Austria,F,5-14 years
173,1986,Austria,M,75+ years
355,1986,Austria,M,55-74 years
507,1986,Austria,M,35-54 years
272,1986,Austria,M,25-34 years
110,1986,Austria,F,75+ years
199,1986,Austria,M,15-24 years
195,1986,Austria,F,55-74 years
182,1986,Austria,F,35-54 years
80,1986,Austria,F,25-34 years
60,1986,Austria,F,15-24 years
5,1986,Austria,M,5-14 years
1,1986,Austria,F,5-14 years
208,1987,Austria,M,75+ years
332,1987,Austria,M,55-74 years
471,1987,Austria,M,35-54 years
247,1987,Austria,M,25-34 years
126,1987,Austria,F,75+ years
185,1987,Austria,M,15-24 years
230,1987,Austria,F,55-74 years
155,1987,Austria,F,35-54 years
62,1987,Austria,F,25-34 years
49,1987,Austria,F,15-24 years
2,1987,Austria,F,5-14 years
2,1987,Austria,M,5-14 years
183,1988,Austria,M,75+ years
309,1988,Austria,M,55-74 years
431,1988,Austria,M,35-54 years
229,1988,Austria,M,25-34 years
108,1988,Austria,F,75+ years
168,1988,Austria,M,15-24 years
186,1988,Austria,F,55-74 years
144,1988,Austria,F,35-54 years
61,1988,Austria,F,25-34 years
28,1988,Austria,F,15-24 years
2,1988,Austria,F,5-14 years
2,1988,Austria,M,5-14 years
166,1989,Austria,M,75+ years
358,1989,Austria,M,55-74 years
402,1989,Austria,M,35-54 years
134,1989,Austria,F,75+ years
218,1989,Austria,M,25-34 years
163,1989,Austria,M,15-24 years
182,1989,Austria,F,55-74 years
156,1989,Austria,F,35-54 years
65,1989,Austria,F,25-34 years
48,1989,Austria,F,15-24 years
6,1989,Austria,M,5-14 years
186,1990,Austria,M,75+ years
320,1990,Austria,M,55-74 years
418,1990,Austria,M,35-54 years
132,1990,Austria,F,75+ years
209,1990,Austria,M,25-34 years
150,1990,Austria,M,15-24 years
173,1990,Austria,F,55-74 years
150,1990,Austria,F,35-54 years
53,1990,Austria,F,25-34 years
31,1990,Austria,F,15-24 years
2,1990,Austria,F,5-14 years
1,1990,Austria,M,5-14 years
209,1991,Austria,M,75+ years
336,1991,Austria,M,55-74 years
402,1991,Austria,M,35-54 years
197,1991,Austria,M,25-34 years
98,1991,Austria,F,75+ years
153,1991,Austria,M,15-24 years
144,1991,Austria,F,55-74 years
145,1991,Austria,F,35-54 years
49,1991,Austria,F,25-34 years
34,1991,Austria,F,15-24 years
2,1991,Austria,M,5-14 years
179,1992,Austria,M,75+ years
347,1992,Austria,M,55-74 years
405,1992,Austria,M,35-54 years
204,1992,Austria,M,25-34 years
98,1992,Austria,F,75+ years
142,1992,Austria,M,15-24 years
132,1992,Austria,F,55-74 years
163,1992,Austria,F,35-54 years
50,1992,Austria,F,25-34 years
33,1992,Austria,F,15-24 years
5,1992,Austria,M,5-14 years
1,1992,Austria,F,5-14 years
200,1993,Austria,M,75+ years
314,1993,Austria,M,55-74 years
377,1993,Austria,M,35-54 years
228,1993,Austria,M,25-34 years
88,1993,Austria,F,75+ years
119,1993,Austria,M,15-24 years
139,1993,Austria,F,55-74 years
140,1993,Austria,F,35-54 years
54,1993,Austria,F,25-34 years
35,1993,Austria,F,15-24 years
6,1993,Austria,M,5-14 years
4,1993,Austria,F,5-14 years
174,1994,Austria,M,75+ years
331,1994,Austria,M,55-74 years
432,1994,Austria,M,35-54 years
207,1994,Austria,M,25-34 years
93,1994,Austria,F,75+ years
136,1994,Austria,M,15-24 years
149,1994,Austria,F,55-74 years
151,1994,Austria,F,35-54 years
58,1994,Austria,F,25-34 years
34,1994,Austria,F,15-24 years
6,1994,Austria,F,5-14 years
5,1994,Austria,M,5-14 years
184,1995,Austria,M,75+ years
333,1995,Austria,M,55-74 years
437,1995,Austria,M,35-54 years
237,1995,Austria,M,25-34 years
100,1995,Austria,F,75+ years
134,1995,Austria,M,15-24 years
141,1995,Austria,F,55-74 years
136,1995,Austria,F,35-54 years
59,1995,Austria,F,25-34 years
19,1995,Austria,F,15-24 years
8,1995,Austria,M,5-14 years
188,1996,Austria,M,75+ years
381,1996,Austria,M,55-74 years
452,1996,Austria,M,35-54 years
112,1996,Austria,F,75+ years
203,1996,Austria,M,25-34 years
108,1996,Austria,M,15-24 years
126,1996,Austria,F,55-74 years
140,1996,Austria,F,35-54 years
53,1996,Austria,F,25-34 years
12,1996,Austria,F,15-24 years
4,1996,Austria,M,5-14 years
159,1997,Austria,M,75+ years
313,1997,Austria,M,55-74 years
379,1997,Austria,M,35-54 years
201,1997,Austria,M,25-34 years
121,1997,Austria,M,15-24 years
83,1997,Austria,F,75+ years
131,1997,Austria,F,55-74 years
131,1997,Austria,F,35-54 years
48,1997,Austria,F,25-34 years
23,1997,Austria,F,15-24 years
2,1997,Austria,M,5-14 years
1,1997,Austria,F,5-14 years
165,1998,Austria,M,75+ years
334,1998,Austria,M,55-74 years
407,1998,Austria,M,35-54 years
166,1998,Austria,M,25-34 years
79,1998,Austria,F,75+ years
99,1998,Austria,M,15-24 years
116,1998,Austria,F,55-74 years
116,1998,Austria,F,35-54 years
45,1998,Austria,F,25-34 years
24,1998,Austria,F,15-24 years
6,1998,Austria,M,5-14 years
2,1998,Austria,F,5-14 years
149,1999,Austria,M,75+ years
329,1999,Austria,M,55-74 years
386,1999,Austria,M,35-54 years
108,1999,Austria,F,75+ years
161,1999,Austria,M,25-34 years
99,1999,Austria,M,15-24 years
122,1999,Austria,F,55-74 years
136,1999,Austria,F,35-54 years
37,1999,Austria,F,25-34 years
25,1999,Austria,F,15-24 years
2,1999,Austria,M,5-14 years
1,1999,Austria,F,5-14 years
172,2000,Austria,M,75+ years
342,2000,Austria,M,55-74 years
383,2000,Austria,M,35-54 years
149,2000,Austria,M,25-34 years
92,2000,Austria,F,75+ years
106,2000,Austria,M,15-24 years
143,2000,Austria,F,55-74 years
132,2000,Austria,F,35-54 years
27,2000,Austria,F,15-24 years
34,2000,Austria,F,25-34 years
4,2000,Austria,F,5-14 years
4,2000,Austria,M,5-14 years
151,2001,Austria,M,75+ years
309,2001,Austria,M,55-74 years
377,2001,Austria,M,35-54 years
142,2001,Austria,M,25-34 years
93,2001,Austria,F,75+ years
101,2001,Austria,M,15-24 years
129,2001,Austria,F,55-74 years
126,2001,Austria,F,35-54 years
41,2001,Austria,F,25-34 years
18,2001,Austria,F,15-24 years
1,2001,Austria,F,5-14 years
1,2001,Austria,M,5-14 years
187,2002,Austria,M,75+ years
322,2002,Austria,M,55-74 years
422,2002,Austria,M,35-54 years
158,2002,Austria,M,25-34 years
99,2002,Austria,M,15-24 years
80,2002,Austria,F,75+ years
105,2002,Austria,F,55-74 years
129,2002,Austria,F,35-54 years
30,2002,Austria,F,25-34 years
17,2002,Austria,F,15-24 years
2,2002,Austria,F,5-14 years
2,2002,Austria,M,5-14 years
177,2003,Austria,M,75+ years
308,2003,Austria,M,55-74 years
371,2003,Austria,M,35-54 years
118,2003,Austria,M,25-34 years
84,2003,Austria,F,75+ years
91,2003,Austria,M,15-24 years
102,2003,Austria,F,55-74 years
141,2003,Austria,F,35-54 years
